,Unnamed: 0,draft_season,player_id,player_name,position,height,height_w_shoes,weight,wingspan,standing_reach,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,spot_fifteen_corner_left,spot_fifteen_break_left,spot_fifteen_top_key,spot_fifteen_break_right,spot_fifteen_corner_right,spot_college_corner_left,spot_college_break_left,spot_college_top_key,spot_college_break_right,spot_college_corner_right,spot_nba_corner_left,spot_nba_break_left,spot_nba_top_key,spot_nba_break_right,spot_nba_corner_right,off_drib_fifteen_break_left,off_drib_fifteen_top_key,off_drib_fifteen_break_right,off_drib_college_break_left,off_drib_college_top_key,off_drib_college_break_right,on_move_fifteen,on_move_college,overall_pick,draft_type,organization,organization_type,player_profile_flag
209,209,2019,1629610,DaQuan Jeffries,SF-PF,76.0,77.0,215.6,83.25,104.0,3.9,9.5,10.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.667,0.833,0.75,1.0,0.8,0.6,0.667,0.333,0.6,0.8,0.5,0.75,0.25,0.0,0.0,0.0,0.548,0.0,0.0,0,0,0,0.0
210,210,2019,1629662,Mfiondu Kabengele,PF,80.75,82.25,256.2,87.0,109.5,5.1,9.25,10.75,28.0,35.5,11.21,3.3,3.25,6,0.667,1.0,0.6,0.4,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.4,0.6,0.6,0.25,0.5,1.0,0.0,0.0,0.0,0.688,0.0,27.0,Draft,Florida State,College/University,1.0
211,211,2019,1629663,Louis King,SF,78.75,80.0,195.2,84.25,104.5,4.8,8.0,8.5,29.0,33.0,10.99,3.05,3.28,0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,0.6,0.6,0.8,0.4,0.4,0.6,0.6,0.75,0.5,0.75,0.0,0.0,0.0,0.69,0.0,0.0,0,0,0,0.0
212,212,2019,1629664,Dedric Lawson,PF,79.0,80.5,233.0,86.25,107.5,8.9,9.75,9.75,23.5,26.0,11.8,3.54,3.6,10,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.8,0.2,1.0,0.4,0.2,0.6,0.4,0.4,0.0,0.0,0.0,0.75,0.25,0.5,0.677,0.0,0.0,0,0,0,0.0
213,213,2019,1629642,Nassir Little,SF,76.5,78.0,224.2,85.25,104.5,5.9,8.75,10.0,31.0,38.5,12.15,3.1,3.24,5,0.0,1.0,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.8,0.2,0.4,0.0,0.5,0.5,0.0,0.0,0.0,0.8,0.667,25.0,Draft,North Carolina,College/University,1.0
214,214,2019,1629611,Terance Mann,SG-SF,76.75,78.5,204.6,79.75,101.0,4.0,9.5,9.25,32.5,38.5,11.51,3.14,3.3,6,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6,0.6,0.8,0.4,0.2,0.2,0.4,0.8,0.25,0.75,0.5,0.0,0.0,0.0,0.645,0.0,48.0,Draft,Florida State,College/University,1.0
215,215,2019,1628998,Cody Martin,PG-SG,76.75,77.5,192.2,82.25,102.5,5.0,8.25,9.0,28.0,35.5,10.44,2.99,3.32,7,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8,0.6,0.6,0.4,0.6,0.8,0.8,0.6,0.5,0.75,0.5,0.0,0.0,0.0,0.581,0.0,36.0,Draft,North Carolina State,College/University,1.0
216,216,2019,1629666,Charles Matthews,SG,77.0,78.25,194.8,81.5,103.0,3.8,8.5,8.75,29.5,37.5,11.26,3.24,3.38,9,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.667,0.667,0.8,0.2,0.4,0.4,0.4,0.2,0.25,0.25,0.5,0.0,0.0,0.0,0.607,0.0,0.0,0,0,0,0.0
217,217,2019,1629667,Jalen McDaniels,SF,80.25,81.75,191.6,84.25,105.5,5.7,9.0,10.0,29.5,33.5,11.54,3.23,3.32,0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.8,0.2,0.6,0.4,0.833,0.4,0.5,0.2,0.75,0.5,0.5,0.0,0.0,0.0,0.667,0.0,52.0,Draft,San Diego,College/University,1.0
218,218,2019,1629668,Zach Norvell Jr.,SG,76.5,77.5,206.4,78.0,101.0,7.5,8.5,9.5,24.0,30.0,11.6,3.34,3.43,0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.4,0.8,0.6,0.4,1.0,0.4,1.0,1.0,0.0,0.0,0.0,0.75,0.5,0.25,0.719,0.0,0.0,0,0,0,0.0
219,219,2019,1629669,Jaylen Nowell,SG,75.25,76.25,202.4,79.25,98.0,6.1,8.25,8.5,32.0,38.5,10.76,3.13,3.23,2,0.0,0.0,0.0,0.0,0.0,0.5,0.2,1.0,0.6,0.8,0.5,0.4,0.6,0.4,0.0,0.75,0.75,0.75,0.0,0.0,0.0,0.828,0.0,43.0,Draft,Washington,College/University,1.0
220,220,2019,1629671,Miye Oni,SG,76.25,77.75,205.6,82.75,100.5,4.9,9.0,10.0,30.5,38.5,11.71,3.12,3.17,19,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.8,1.0,0.6,0.4,0.2,1.0,0.6,0.8,1.0,0.75,0.5,0.0,0.0,0.0,0.613,0.0,58.0,Draft,Yale,College/University,1.0
221,221,2019,1629617,Reggie Perry,SF-PF,80.0,81.25,250.8,84.5,106.0,6.7,9.0,10.0,28.5,31.5,12.46,3.4,3.3,15,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.6,0.4,0.4,0.2,0.8,0.4,0.4,0.8,0.75,0.25,1.0,0.0,0.0,0.0,0.357,0.0,57.0,Draft,Mississippi State,College/University,1.0
222,222,2019,1629044,Shamorie Ponds,PG,71.5,72.5,180.0,75.5,96.5,9.8,7.75,8.0,29.0,37.0,11.01,3.07,3.2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.8,1.0,0.6,0.4,0.2,1.0,0.8,0.8,0.25,0.75,0.75,0.0,0.0,0.0,0.694,0.0,0.0,0,0,0,0.0
223,223,2019,1629673,Jordan Poole,SG,75.5,77.5,190.8,78.75,99.5,7.5,8.25,8.5,28.0,35.5,10.59,3.14,3.27,0,0.6,1.0,0.6,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.8,0.8,1.0,0.25,0.25,0.75,0.0,0.0,0.0,0.676,0.0,28.0,Draft,Michigan,College/University,1.0
224,224,2019,1629674,Neemias Queta,C,82.75,84.25,225.8,88.25,111.5,6.3,9.5,11.0,24.0,32.5,12.04,3.45,3.73,1,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.0,0.6,0.8,0.4,0.6,0.8,0.8,0.6,0.5,0.5,0.75,0.0,0.0,0.0,0.615,0.0,39.0,Draft,Utah State,College/University,1.0
225,225,2019,1629675,Naz Reid,PF,80.25,81.5,255.8,87.25,109.0,14.0,9.5,9.25,26.0,32.5,12.03,3.76,3.42,3,0.6,0.4,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.75,0.4,0.4,0.8,0.4,0.5,0.75,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0,0.0
226,226,2019,1629676,Isaiah Roby,PF,79.25,80.5,214.0,85.0,106.0,3.9,9.0,10.5,32.5,35.5,10.63,3.05,3.25,9,0.8,0.6,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.0,0.4,0.8,0.75,0.75,0.75,0.0,0.0,0.0,0.588,0.0,45.0,Draft,Nebraska,College/University,1.0
227,227,2019,1629677,Luka Samanic,PF,81.5,83.0,227.2,82.5,107.0,5.6,8.5,9.0,27.0,38.0,11.01,3.03,3.27,7,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.6,0.2,0.2,0.4,0.4,0.6,0.6,0.8,0.75,0.75,0.0,0.0,0.0,0.0,0.364,0.0,19.0,Draft,KK Olimpija (Slovenia),Other Team/Club,1.0
228,228,2019,1629679,Simisola Shittu,PF,80.5,81.5,227.2,85.25,106.0,6.2,8.75,8.5,27.0,35.5,11.85,3.24,3.3,11,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.0,0.2,0.2,0.4,0.0,0.2,0.25,0.25,0.25,0.0,0.0,0.0,0.414,0.0,0.0,0,0,0,0.0
229,229,2019,1629682,Tremont Waters,PG,69.5,70.75,172.4,74.25,93.5,6.6,8.0,9.75,30.5,40.5,10.76,3.11,3.07,5,0.0,0.0,0.0,0.0,0.0,0.4,0.8,1.0,0.8,0.6,1.0,0.6,1.0,1.0,0.8,0.5,0.5,0.75,0.0,0.0,0.0,0.571,0.0,51.0,Draft,Louisiana State,College/University,1.0
230,230,2019,1629683,Quinndary Weatherspoon,SG,75.0,76.25,206.6,81.0,100.0,6.1,8.5,9.0,31.0,38.0,11.57,3.15,3.16,0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.6,1.0,0.6,0.4,0.8,0.8,1.0,0.8,0.75,0.75,1.0,0.0,0.0,0.0,0.794,0.0,49.0,Draft,Mississippi State,College/University,1.0
231,231,2019,1629025,Kris Wilkes,SF,78.25,79.75,208.8,82.75,103.0,4.9,8.5,9.5,27.5,35.0,10.39,3.09,3.34,4,1.0,0.6,0.8,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.6,0.6,0.6,0.5,1.0,0.0,0.0,0.0,0.0,0.727,0.0,0.0,0,0,0,0.0
232,232,2019,1629684,Grant Williams,PF,77.75,79.5,240.2,81.75,104.5,5.4,9.0,10.5,26.0,31.5,10.83,3.27,3.33,20,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.6,0.6,0.8,0.8,0.8,0.6,0.6,0.75,0.5,0.75,0.0,0.0,0.0,0.719,0.0,22.0,Draft,Tennessee,College/University,1.0
